Order ID,Order Date,Region,Product,Category,Sales,Profit,Quantity
ORD9213,2025-04-22,North,Keyboard,Technology,994.68,175.05,2
ORD7801,2024-12-16,West,Monitor,Technology,531.47,63.2,2
ORD3333,2024-08-23,North,Cabinet,Furniture,336.11,32.67,5
ORD1695,2024-09-16,North,Stapler,Office Supplies,1114.15,132.53,3
ORD4091,2025-01-30,West,Chair,Furniture,301.68,71.86,4
ORD7883,2025-01-28,West,Monitor,Technology,786.46,82.22,1
ORD4135,2025-03-06,North,Stapler,Office Supplies,141.37,28.35,1
ORD6261,2025-05-29,East,Notebook,Office Supplies,737.54,43.78,3
ORD6398,2025-01-22,West,Printer,Technology,1102.09,126.99,5
ORD1232,2025-02-03,North,Laptop,Technology,1734.96,217.32,1
ORD7482,2025-01-22,South,Printer,Technology,1534.62,198.74,2
ORD9556,2025-01-31,North,Keyboard,Technology,992.28,97.41,4
ORD9667,2025-02-14,East,Chair,Furniture,944.29,206.55,2
ORD8798,2025-02-05,North,Cabinet,Furniture,574.58,37.82,3
ORD9778,2024-10-01,South,Binder,Office Supplies,1586.68,267.05,4
ORD1633,2025-04-09,West,Pen,Office Supplies,692.89,83.95,3
ORD3572,2025-06-12,South,Stapler,Office Supplies,1980.44,259.7,1
ORD8864,2024-09-09,West,Paper,Office Supplies,672.94,100.1,4
ORD6939,2024-08-18,North,Chair,Furniture,1196.68,103.99,2
ORD7910,2024-08-22,East,Printer,Technology,721.11,67.2,3
ORD2133,2025-02-15,South,Printer,Technology,901.76,204.38,5
ORD3148,2024-09-06,East,Notebook,Office Supplies,740.63,100.68,2
ORD9175,2025-03-07,South,Keyboard,Technology,1074.83,214.76,2
ORD4618,2025-06-29,East,Notebook,Office Supplies,1552.53,236.5,4
ORD1743,2024-12-30,North,Keyboard,Technology,1794.82,358.7,3
ORD7146,2024-08-02,North,Mouse,Technology,429.24,49.9,2
ORD4950,2025-01-20,North,Desk,Furniture,732.43,63.25,3
ORD9317,2025-06-10,West,Monitor,Technology,1885.78,461.96,3
ORD2548,2025-05-08,West,Mouse,Technology,265.16,38.7,2
ORD4794,2025-06-14,East,Laptop,Technology,1891.68,450.56,1
ORD8286,2025-04-30,North,Pen,Office Supplies,626.69,115.5,3
ORD8073,2025-07-24,West,Notebook,Office Supplies,1959.06,132.23,5
ORD4963,2024-12-27,North,Shelf,Furniture,1282.02,229.17,3
ORD3484,2024-10-17,North,Notebook,Office Supplies,1832.73,219.37,2
ORD4165,2025-04-09,West,Chair,Furniture,576.09,93.67,2
ORD3763,2024-08-07,North,Laptop,Technology,1567.98,284.16,1
ORD7698,2024-09-12,East,Desk,Furniture,1244.53,92.08,2
ORD1727,2025-05-22,North,Table,Furniture,1707.06,239.76,2
ORD8974,2025-06-16,North,Cabinet,Furniture,65.94,8.47,1
ORD3430,2024-12-05,East,Mouse,Technology,1992.91,232.53,1
ORD7993,2025-06-17,East,Desk,Furniture,1419.62,255.82,4
ORD7702,2025-05-16,North,Laptop,Technology,568.41,61.07,5
ORD7857,2025-04-08,North,Keyboard,Technology,353.78,81.23,2
ORD4652,2025-03-03,West,Laptop,Technology,1872.19,312.67,1
ORD3034,2024-10-23,North,Shelf,Furniture,1555.64,282.53,1
ORD3066,2025-02-06,East,Desk,Furniture,75.78,5.01,2
ORD8351,2025-01-31,South,Shelf,Furniture,697.74,114.3,3
ORD1535,2025-01-03,South,Mouse,Technology,1552.18,344.71,1
ORD6004,2025-06-29,North,Keyboard,Technology,163.22,30.49,5
ORD4190,2025-02-11,West,Shelf,Furniture,1612.31,144.19,3
ORD9299,2025-03-29,West,Stapler,Office Supplies,782.15,95.32,4
ORD9444,2024-08-29,East,Keyboard,Technology,1637.88,258.08,1
ORD1393,2024-08-16,West,Keyboard,Technology,1990.53,456.36,5
ORD7838,2025-01-02,North,Mouse,Technology,78.05,13.4,5
ORD8519,2025-02-13,South,Paper,Office Supplies,958.15,53.24,2
ORD9676,2025-02-01,East,Pen,Office Supplies,751.11,52.57,4
ORD2589,2025-06-24,South,Shelf,Furniture,415.2,31.51,2
ORD1782,2025-01-29,South,Desk,Furniture,576.6,40.08,2
ORD2886,2024-08-25,South,Laptop,Technology,1419.4,293.97,2
ORD6234,2024-09-11,East,Shelf,Furniture,1869.0,110.42,4
ORD3292,2024-12-22,East,Stapler,Office Supplies,1433.77,139.08,3
ORD7693,2025-02-08,West,Stapler,Office Supplies,1347.99,317.5,5
ORD5129,2025-04-17,East,Printer,Technology,1580.64,148.11,3
ORD8107,2025-04-05,West,Mouse,Technology,816.47,170.59,5
ORD7322,2024-09-09,East,Table,Furniture,209.91,27.13,4
ORD9496,2024-09-13,North,Binder,Office Supplies,1490.6,184.52,1
ORD1129,2025-01-02,West,Pen,Office Supplies,1064.39,215.46,3
ORD7775,2025-04-22,West,Notebook,Office Supplies,976.69,178.09,5
ORD6532,2024-08-19,East,Chair,Furniture,295.44,30.73,5
ORD3342,2024-12-12,West,Pen,Office Supplies,1638.55,95.46,2
ORD9030,2025-07-29,North,Monitor,Technology,1929.02,333.39,2
ORD3552,2025-03-07,West,Monitor,Technology,742.8,169.28,4
ORD9421,2025-06-13,East,Paper,Office Supplies,995.22,141.43,5
ORD5802,2024-10-24,North,Paper,Office Supplies,1817.7,189.03,5
ORD4526,2025-07-21,South,Keyboard,Technology,1689.22,292.12,5
ORD4288,2024-08-08,East,Pen,Office Supplies,1568.1,319.89,4
ORD4404,2025-02-25,South,Monitor,Technology,448.25,98.41,5
ORD3870,2024-12-06,South,Pen,Office Supplies,1771.03,235.64,5
ORD4258,2025-02-03,North,Monitor,Technology,983.74,125.89,1
ORD3399,2024-12-17,East,Printer,Technology,1728.46,419.88,4
ORD5336,2025-07-02,South,Mouse,Technology,218.86,24.89,1
ORD2201,2024-09-11,South,Table,Furniture,1485.1,343.92,5
ORD1756,2025-05-05,South,Shelf,Furniture,66.02,12.47,3
ORD5185,2025-07-24,North,Laptop,Technology,1955.88,295.85,3
ORD4832,2024-11-02,South,Table,Furniture,86.5,15.06,3
ORD9514,2025-07-21,West,Table,Furniture,1614.67,207.07,4
ORD4705,2025-01-11,East,Printer,Technology,608.87,141.08,1
ORD2595,2024-09-07,South,Chair,Furniture,905.24,131.14,4
ORD4079,2025-02-17,West,Cabinet,Furniture,1178.28,232.89,1
ORD5957,2024-09-23,South,Cabinet,Furniture,462.9,53.34,2
ORD9380,2024-10-20,South,Keyboard,Technology,56.16,11.83,2
ORD2601,2025-02-26,East,Keyboard,Technology,611.75,67.9,1
ORD7471,2024-10-04,West,Laptop,Technology,1190.52,115.22,5
ORD7675,2024-08-01,North,Cabinet,Furniture,214.09,42.08,1
ORD3358,2025-07-26,North,Keyboard,Technology,1507.89,292.99,3
ORD4677,2024-10-02,West,Monitor,Technology,1842.56,310.01,5
ORD3768,2025-07-22,South,Notebook,Office Supplies,1170.79,114.27,4
ORD9115,2025-03-23,East,Cabinet,Furniture,1265.38,182.68,4
ORD4898,2025-04-30,East,Paper,Office Supplies,1974.41,460.18,3
ORD7886,2025-02-04,East,Mouse,Technology,71.15,11.98,5
ORD3665,2025-07-20,West,Stapler,Office Supplies,1924.49,139.48,1
ORD4280,2024-12-17,North,Printer,Technology,790.16,112.88,5
ORD5937,2025-03-27,West,Monitor,Technology,1925.57,338.55,1
ORD1946,2025-06-27,South,Keyboard,Technology,346.6,30.93,2
ORD2840,2025-05-19,East,Monitor,Technology,98.7,16.85,5
ORD3355,2025-02-28,South,Paper,Office Supplies,928.3,93.39,1
ORD5368,2024-08-01,South,Binder,Office Supplies,194.31,31.4,2
ORD1352,2024-12-10,South,Mouse,Technology,1201.06,216.18,2
ORD2552,2025-06-01,East,Desk,Furniture,610.14,92.84,1
ORD4334,2024-09-07,West,Laptop,Technology,1547.56,270.21,5
ORD1511,2025-04-29,West,Pen,Office Supplies,1849.69,226.46,4
ORD1790,2025-01-05,West,Paper,Office Supplies,1690.18,159.58,4
ORD6306,2024-08-05,West,Keyboard,Technology,1234.77,278.98,2
ORD8909,2024-10-21,North,Notebook,Office Supplies,166.44,34.51,3
ORD6901,2025-07-29,East,Stapler,Office Supplies,1750.57,275.47,4
ORD5593,2025-07-28,West,Cabinet,Furniture,653.65,62.4,2
ORD1917,2025-02-15,South,Printer,Technology,1960.47,239.28,5
ORD7963,2025-02-10,East,Table,Furniture,969.22,218.71,4
ORD1210,2024-09-07,East,Shelf,Furniture,292.37,37.57,1
ORD5017,2024-11-07,West,Binder,Office Supplies,333.56,66.39,3
ORD3140,2025-02-18,East,Paper,Office Supplies,785.03,122.01,1
ORD8095,2025-02-28,South,Stapler,Office Supplies,133.43,14.8,5
ORD8573,2025-06-07,West,Shelf,Furniture,1560.2,354.81,4
ORD4004,2025-02-03,North,Shelf,Furniture,1130.57,60.49,2
ORD4375,2024-10-21,North,Binder,Office Supplies,1492.06,190.52,5
ORD4397,2025-06-15,North,Stapler,Office Supplies,1208.56,245.42,3
ORD8184,2024-12-31,South,Cabinet,Furniture,1166.36,263.72,4
ORD3042,2025-06-10,West,Table,Furniture,112.79,11.56,4
ORD4156,2025-01-19,North,Cabinet,Furniture,1619.01,233.81,4
ORD5924,2025-05-20,South,Paper,Office Supplies,996.02,149.48,3
ORD5311,2025-02-13,North,Keyboard,Technology,495.88,96.4,1
ORD1503,2025-06-22,North,Paper,Office Supplies,1119.21,129.9,1
ORD3458,2024-11-26,East,Notebook,Office Supplies,1501.26,157.54,1
ORD1142,2025-07-10,South,Paper,Office Supplies,1107.81,197.44,3
ORD1298,2025-03-10,North,Stapler,Office Supplies,475.72,118.53,1
ORD3842,2024-09-22,South,Cabinet,Furniture,661.25,127.89,1
ORD7065,2024-09-24,South,Pen,Office Supplies,1687.52,347.77,2
ORD1170,2025-02-12,East,Mouse,Technology,123.02,14.03,1
ORD9671,2024-12-20,North,Shelf,Furniture,866.51,195.48,4
ORD4327,2025-07-18,West,Laptop,Technology,1244.91,206.86,3
ORD9087,2025-07-24,North,Chair,Furniture,1474.24,217.21,1
ORD9611,2025-01-28,West,Paper,Office Supplies,401.31,81.27,2
ORD2818,2024-12-05,North,Pen,Office Supplies,1689.96,412.06,2
ORD2887,2025-03-08,East,Stapler,Office Supplies,931.64,219.67,5
ORD4931,2024-08-16,North,Monitor,Technology,1913.1,216.71,1
ORD2978,2024-09-13,West,Notebook,Office Supplies,1764.38,319.02,5
ORD3316,2025-07-11,West,Binder,Office Supplies,190.67,21.39,5
ORD5617,2024-08-14,East,Chair,Furniture,1121.61,60.48,5
ORD3850,2025-07-21,South,Cabinet,Furniture,1773.06,434.17,5
ORD1774,2024-08-29,East,Shelf,Furniture,379.57,52.09,5
ORD5702,2024-08-12,South,Stapler,Office Supplies,1636.65,350.66,1
ORD9149,2025-02-09,North,Table,Furniture,1143.05,200.91,2
ORD1560,2024-10-13,East,Cabinet,Furniture,779.55,164.51,1
ORD1610,2024-09-03,East,Mouse,Technology,930.2,170.63,3
ORD6400,2025-01-17,West,Notebook,Office Supplies,905.62,165.15,4
ORD4431,2024-09-22,South,Mouse,Technology,1379.45,180.87,2
ORD5349,2024-12-10,North,Notebook,Office Supplies,1660.21,291.24,2
ORD7152,2024-09-16,West,Paper,Office Supplies,485.52,42.15,5
ORD2122,2025-05-26,West,Notebook,Office Supplies,1106.46,137.89,4
ORD8771,2025-07-21,North,Mouse,Technology,1595.13,289.65,5
ORD5909,2024-08-05,East,Chair,Furniture,210.59,21.19,3
ORD6380,2024-08-06,South,Paper,Office Supplies,1840.84,120.91,3
ORD9219,2024-12-12,South,Cabinet,Furniture,1454.9,185.12,4
ORD5940,2024-08-03,South,Notebook,Office Supplies,483.55,36.68,5
ORD6127,2025-06-08,West,Paper,Office Supplies,1182.4,63.74,5
ORD6052,2024-12-22,South,Desk,Furniture,786.65,188.64,4
ORD4016,2025-03-05,North,Printer,Technology,242.92,50.75,4
ORD6508,2025-03-30,South,Cabinet,Furniture,968.8,118.84,3
ORD9371,2024-12-15,South,Notebook,Office Supplies,356.22,32.48,4
ORD1137,2024-12-13,West,Desk,Furniture,1564.7,322.02,4
ORD5636,2025-04-28,North,Cabinet,Furniture,1948.17,421.25,4
ORD2335,2024-10-13,East,Monitor,Technology,1098.52,59.83,4
ORD8811,2024-11-02,East,Binder,Office Supplies,1359.4,257.36,3
ORD6940,2025-01-21,West,Paper,Office Supplies,598.39,104.01,3
ORD7429,2025-03-30,East,Table,Furniture,119.84,13.2,2
ORD6345,2025-01-28,North,Stapler,Office Supplies,1338.4,122.32,2
ORD3800,2025-01-28,North,Pen,Office Supplies,1800.77,308.47,4
ORD1225,2024-10-26,North,Printer,Technology,692.19,151.07,3
ORD7120,2025-04-04,East,Binder,Office Supplies,272.46,38.39,1
ORD3635,2024-08-21,South,Notebook,Office Supplies,615.91,125.53,1
ORD7344,2024-08-30,South,Mouse,Technology,187.67,45.9,3
ORD8918,2025-01-15,South,Monitor,Technology,812.24,83.68,3
ORD8684,2025-07-22,South,Stapler,Office Supplies,549.46,121.73,3
ORD1678,2025-02-23,North,Monitor,Technology,1222.91,83.05,5
ORD7111,2024-08-06,South,Pen,Office Supplies,904.94,84.05,1
ORD5065,2025-04-28,North,Desk,Furniture,1875.53,316.23,1
ORD8978,2025-06-21,North,Laptop,Technology,1515.8,144.16,3
ORD8875,2025-04-29,South,Pen,Office Supplies,1055.92,86.32,3
ORD9017,2024-12-16,East,Cabinet,Furniture,1122.95,134.75,4
ORD2787,2025-07-21,South,Notebook,Office Supplies,460.68,107.62,5
ORD9170,2024-11-07,West,Stapler,Office Supplies,94.05,12.65,5
ORD8584,2025-06-28,East,Printer,Technology,1849.0,114.6,4
ORD3636,2024-09-03,North,Mouse,Technology,1584.86,105.93,4
ORD2490,2025-05-30,South,Cabinet,Furniture,1796.51,146.8,2
ORD7963,2025-03-20,South,Mouse,Technology,550.08,88.4,3
ORD9597,2024-11-04,West,Laptop,Technology,669.19,103.9,5
ORD9418,2025-02-02,East,Desk,Furniture,702.29,46.26,2
ORD2479,2025-06-06,North,Binder,Office Supplies,1454.76,87.91,5
ORD3333,2025-07-20,West,Table,Furniture,981.86,177.85,5
ORD7859,2024-08-03,East,Pen,Office Supplies,1829.73,112.22,3
ORD4280,2025-03-21,South,Pen,Office Supplies,1860.26,182.67,1
ORD8536,2025-04-17,South,Printer,Technology,1873.59,202.51,3
ORD1490,2025-01-09,South,Notebook,Office Supplies,538.45,132.17,1
ORD6478,2025-02-05,South,Notebook,Office Supplies,1039.31,197.08,2
ORD9602,2024-08-16,East,Binder,Office Supplies,404.53,58.78,4
ORD2603,2025-07-10,West,Stapler,Office Supplies,483.68,105.02,2
ORD5976,2024-11-16,South,Keyboard,Technology,863.47,50.9,4
ORD6585,2024-08-29,East,Keyboard,Technology,1298.34,226.29,3
ORD7114,2025-05-11,South,Pen,Office Supplies,938.98,136.83,5
ORD6933,2025-06-03,South,Laptop,Technology,1451.45,279.08,3
ORD5838,2024-11-06,South,Cabinet,Furniture,864.82,77.28,4
ORD4928,2024-11-23,North,Binder,Office Supplies,1203.92,123.25,3
ORD3757,2025-06-18,West,Stapler,Office Supplies,1365.16,116.95,1
ORD4108,2024-08-17,East,Table,Furniture,724.36,177.61,5
ORD7695,2025-07-03,South,Stapler,Office Supplies,410.95,22.24,4
ORD7177,2025-03-31,North,Shelf,Furniture,1335.73,216.79,1
ORD9330,2024-11-11,West,Stapler,Office Supplies,502.22,55.06,3
ORD5440,2024-09-08,South,Desk,Furniture,506.62,53.54,3
ORD5657,2025-06-05,West,Mouse,Technology,698.71,147.46,2
ORD7828,2024-09-28,South,Laptop,Technology,961.34,201.14,1
ORD8176,2024-10-15,North,Shelf,Furniture,159.99,32.35,5
ORD2672,2025-03-07,West,Paper,Office Supplies,1446.41,312.92,4
ORD9961,2024-09-21,South,Printer,Technology,1187.42,188.15,1
ORD7419,2024-11-01,West,Keyboard,Technology,1363.43,97.65,5
ORD5951,2025-06-27,West,Shelf,Furniture,1967.23,360.91,1
ORD3171,2025-04-24,West,Printer,Technology,1972.13,473.2,3
ORD7369,2024-11-13,South,Paper,Office Supplies,299.86,32.93,3
ORD4107,2025-01-01,North,Mouse,Technology,1643.89,378.4,4
ORD9161,2024-11-29,West,Chair,Furniture,635.43,73.91,1
ORD2853,2024-10-15,South,Printer,Technology,1520.5,99.39,5
ORD6520,2024-12-20,North,Laptop,Technology,1892.7,118.75,2
ORD5785,2024-12-01,West,Keyboard,Technology,997.8,241.08,5
ORD2565,2025-03-20,South,Pen,Office Supplies,338.33,67.34,5
ORD8993,2024-12-17,West,Table,Furniture,1071.84,209.53,1
ORD2911,2024-10-30,West,Keyboard,Technology,1797.75,383.29,1
ORD6438,2025-01-02,East,Paper,Office Supplies,1015.83,159.77,4
ORD9069,2025-04-01,South,Laptop,Technology,154.67,10.54,5
ORD3740,2024-10-02,South,Laptop,Technology,1017.95,95.29,3
ORD7397,2025-07-08,West,Cabinet,Furniture,1794.39,99.79,3
ORD3453,2025-04-24,East,Keyboard,Technology,1835.54,403.99,2
ORD1283,2025-01-01,East,Desk,Furniture,816.19,137.09,2
ORD9549,2024-12-04,East,Paper,Office Supplies,948.14,223.23,4
ORD8535,2025-04-03,South,Stapler,Office Supplies,585.16,131.55,2
ORD4562,2025-04-21,East,Mouse,Technology,454.26,81.0,1
ORD5555,2025-04-29,West,Monitor,Technology,269.36,16.96,2
ORD4595,2024-10-08,South,Stapler,Office Supplies,1372.93,217.84,1
ORD5466,2024-11-27,North,Laptop,Technology,1505.38,175.84,1
ORD8252,2024-08-08,East,Monitor,Technology,1309.94,264.19,1
ORD6012,2024-08-23,East,Table,Furniture,450.88,86.78,2
ORD8911,2024-10-22,South,Notebook,Office Supplies,1738.87,320.64,4
ORD2802,2025-02-10,North,Keyboard,Technology,1796.21,165.38,5
ORD8078,2024-11-17,West,Notebook,Office Supplies,317.04,61.87,4
ORD5840,2025-01-10,East,Chair,Furniture,614.3,119.1,2
ORD5920,2025-03-08,North,Laptop,Technology,206.83,21.94,2
ORD8237,2025-02-07,West,Shelf,Furniture,1887.16,254.91,2
ORD4748,2025-02-13,West,Paper,Office Supplies,1552.7,137.5,3
ORD9552,2025-03-12,North,Cabinet,Furniture,1588.97,245.49,2
ORD8415,2025-07-09,West,Table,Furniture,559.56,132.57,5
ORD8925,2025-07-26,East,Mouse,Technology,221.1,30.81,5
ORD1040,2024-12-15,East,Stapler,Office Supplies,972.66,93.33,2
ORD1995,2025-02-12,East,Mouse,Technology,601.9,107.02,1
ORD1505,2025-05-07,East,Table,Furniture,1743.3,236.76,2
ORD8138,2024-08-28,North,Chair,Furniture,435.51,27.23,3
ORD9142,2024-10-23,South,Cabinet,Furniture,416.66,100.25,1
ORD1254,2024-09-02,South,Paper,Office Supplies,1722.44,207.74,1
ORD8298,2024-11-16,West,Shelf,Furniture,518.3,35.85,1
ORD1464,2024-07-31,West,Notebook,Office Supplies,1725.57,373.45,1
ORD7713,2024-08-13,South,Mouse,Technology,1393.8,245.3,1
ORD4494,2025-05-27,East,Cabinet,Furniture,1008.8,171.94,1
ORD8562,2025-01-03,North,Pen,Office Supplies,1255.06,182.6,1
ORD7443,2025-03-25,West,Mouse,Technology,1544.91,240.48,3
ORD7824,2025-04-15,North,Table,Furniture,396.44,27.21,2
ORD8485,2025-04-19,South,Chair,Furniture,875.11,62.11,3
ORD4750,2024-12-27,North,Keyboard,Technology,253.24,62.47,2
ORD3974,2025-03-04,West,Keyboard,Technology,1893.78,425.92,1
ORD9398,2025-06-27,South,Desk,Furniture,1047.81,105.73,5
ORD3614,2025-04-26,South,Chair,Furniture,1587.9,218.82,3
ORD3060,2025-04-28,North,Notebook,Office Supplies,1955.41,180.57,3
ORD4398,2025-02-04,East,Printer,Technology,1623.19,329.59,2
ORD3524,2025-04-19,South,Mouse,Technology,241.6,22.52,4
ORD8373,2024-11-01,West,Table,Furniture,193.62,15.84,1
ORD6214,2025-02-02,West,Chair,Furniture,871.12,76.15,3
ORD7075,2025-06-26,East,Table,Furniture,195.47,12.45,2
ORD6054,2024-09-11,North,Table,Furniture,1532.93,121.74,5
ORD1312,2025-04-24,East,Pen,Office Supplies,1828.65,253.18,1
ORD2434,2024-09-05,West,Table,Furniture,353.58,36.22,1
ORD1745,2025-06-11,North,Pen,Office Supplies,910.04,105.05,4
ORD7794,2024-12-08,North,Laptop,Technology,1321.86,311.38,5
ORD8320,2025-06-15,North,Cabinet,Furniture,561.49,53.91,3
ORD1609,2025-05-05,West,Mouse,Technology,71.99,16.25,4
ORD9917,2025-02-28,West,Desk,Furniture,919.33,143.22,2
ORD4107,2025-05-23,East,Binder,Office Supplies,331.48,29.19,1
ORD1432,2024-08-28,South,Monitor,Technology,1059.16,149.17,1
ORD8605,2025-01-12,North,Notebook,Office Supplies,1560.81,273.59,4
ORD7043,2024-12-13,East,Shelf,Furniture,642.9,69.75,5
ORD3429,2025-07-12,West,Stapler,Office Supplies,1739.68,182.6,4
ORD6911,2025-04-24,North,Chair,Furniture,1585.73,278.37,4
ORD4239,2024-11-29,South,Printer,Technology,1052.3,135.67,4
ORD9552,2024-12-22,South,Binder,Office Supplies,1402.42,223.05,5
ORD4985,2024-07-30,West,Chair,Furniture,125.81,28.1,1
ORD7646,2025-01-30,West,Chair,Furniture,844.35,47.23,5
ORD9660,2025-02-17,East,Keyboard,Technology,749.41,63.78,1
ORD5233,2024-12-27,South,Shelf,Furniture,34.91,4.39,5
ORD1222,2025-01-02,West,Desk,Furniture,755.84,185.0,1
ORD6581,2024-10-23,South,Binder,Office Supplies,506.95,102.4,2
ORD5429,2024-11-04,East,Notebook,Office Supplies,1862.11,287.94,3
ORD9816,2024-10-12,West,Mouse,Technology,307.61,28.32,2
ORD8934,2024-10-04,South,Printer,Technology,382.52,59.55,5
ORD3439,2025-07-23,South,Binder,Office Supplies,271.02,22.88,5
ORD5048,2025-07-17,South,Mouse,Technology,151.4,30.73,3
ORD6738,2024-10-30,West,Shelf,Furniture,558.72,68.47,2
ORD9786,2024-12-05,North,Stapler,Office Supplies,988.16,113.05,1
ORD5607,2024-11-22,East,Paper,Office Supplies,327.35,26.96,3
ORD8364,2025-03-02,East,Chair,Furniture,1966.41,210.86,5
ORD8164,2025-04-13,South,Notebook,Office Supplies,1304.25,137.25,5
ORD9103,2025-05-24,South,Mouse,Technology,951.15,118.18,5
ORD5976,2025-02-14,East,Stapler,Office Supplies,447.43,50.89,1
ORD1381,2025-04-16,North,Cabinet,Furniture,1660.37,147.56,2
ORD4467,2024-09-19,North,Paper,Office Supplies,1692.73,160.26,1
ORD9282,2025-07-25,West,Chair,Furniture,537.09,71.62,5
ORD9454,2024-10-12,South,Notebook,Office Supplies,202.37,40.77,1
ORD9896,2024-08-21,West,Cabinet,Furniture,1864.27,221.42,1
ORD3880,2024-08-14,East,Mouse,Technology,604.61,115.19,1
ORD1873,2024-10-24,North,Desk,Furniture,289.68,30.0,5
ORD9126,2024-11-17,East,Binder,Office Supplies,242.77,27.7,3
ORD3840,2025-05-31,South,Table,Furniture,928.76,83.83,4
ORD9301,2025-05-03,East,Monitor,Technology,303.63,72.76,2
ORD4785,2025-07-12,South,Desk,Furniture,1874.39,115.87,1
ORD7027,2024-10-15,North,Paper,Office Supplies,937.23,129.11,4
ORD2947,2025-02-16,North,Stapler,Office Supplies,637.74,120.59,1
ORD1929,2024-07-30,East,Desk,Furniture,878.6,83.33,4
ORD8468,2025-06-17,North,Desk,Furniture,493.2,97.07,5
ORD3109,2025-04-08,South,Printer,Technology,1315.74,311.47,1
ORD6677,2025-02-10,West,Monitor,Technology,294.48,28.48,1
ORD4778,2025-02-05,East,Pen,Office Supplies,1119.73,199.6,2
ORD8927,2025-07-12,West,Monitor,Technology,1924.08,284.5,4
ORD5566,2025-04-08,North,Table,Furniture,1945.04,438.93,4
ORD5980,2025-02-04,North,Cabinet,Furniture,1317.88,84.61,3
ORD3815,2025-06-01,West,Monitor,Technology,1752.55,362.51,5
ORD1208,2025-05-19,East,Pen,Office Supplies,758.02,45.17,5
ORD9149,2025-03-09,North,Chair,Furniture,1567.01,297.12,5
ORD5697,2025-03-16,East,Keyboard,Technology,347.92,74.33,2
ORD1201,2025-01-26,South,Stapler,Office Supplies,293.36,33.42,5
ORD8949,2024-08-26,West,Monitor,Technology,427.41,44.0,2
ORD6629,2024-12-10,East,Chair,Furniture,1549.06,322.01,2
ORD8943,2024-10-09,North,Table,Furniture,325.04,65.65,5
ORD8055,2025-01-12,North,Shelf,Furniture,903.51,221.65,5
ORD4029,2024-11-07,West,Keyboard,Technology,61.47,11.69,1
ORD6255,2024-08-26,East,Keyboard,Technology,1474.66,317.02,2
ORD1699,2025-03-13,East,Mouse,Technology,1665.51,414.97,5
ORD3664,2025-07-18,East,Chair,Furniture,30.6,2.49,3
ORD4707,2025-02-27,East,Keyboard,Technology,336.74,40.96,2
ORD5612,2025-03-09,West,Laptop,Technology,156.52,23.64,1
ORD1041,2025-01-15,South,Paper,Office Supplies,1675.05,110.93,1
ORD4496,2024-10-24,South,Keyboard,Technology,30.14,4.2,3
ORD4572,2024-09-08,North,Chair,Furniture,1856.73,302.3,1
ORD8552,2024-12-21,South,Desk,Furniture,1912.76,327.34,1
ORD8553,2025-04-18,East,Chair,Furniture,1930.98,334.7,2
ORD5297,2025-02-23,West,Pen,Office Supplies,1232.53,218.61,2
ORD8658,2025-04-19,South,Monitor,Technology,700.58,41.63,4
ORD1717,2024-10-05,South,Keyboard,Technology,1000.04,117.24,5
ORD6029,2025-05-27,North,Desk,Furniture,924.07,76.05,4
ORD3932,2024-11-07,South,Mouse,Technology,1115.31,94.92,2
ORD8324,2024-11-15,South,Paper,Office Supplies,1701.46,258.93,5
ORD7019,2025-06-15,West,Printer,Technology,1311.54,233.35,5
ORD5128,2025-01-07,North,Laptop,Technology,510.04,98.32,5
ORD6763,2024-11-29,South,Chair,Furniture,1168.16,162.33,1
ORD6620,2025-06-29,West,Paper,Office Supplies,706.18,149.65,3
ORD5704,2025-04-06,East,Chair,Furniture,227.66,52.5,2
ORD9375,2024-12-12,South,Notebook,Office Supplies,1275.42,240.5,1
ORD3851,2024-12-23,East,Desk,Furniture,1961.26,137.86,1
ORD5560,2025-07-09,East,Pen,Office Supplies,303.12,59.96,5
ORD6282,2024-11-28,West,Stapler,Office Supplies,556.19,125.41,3
ORD3321,2025-02-16,East,Table,Furniture,1469.27,143.61,3
ORD2114,2025-02-16,West,Paper,Office Supplies,1224.59,209.49,5
ORD7555,2025-04-27,West,Keyboard,Technology,1916.17,127.71,2
ORD2350,2025-06-20,South,Laptop,Technology,1805.96,155.99,2
ORD1504,2025-04-25,West,Table,Furniture,358.27,22.11,2
ORD4178,2025-03-15,East,Paper,Office Supplies,787.88,66.61,3
ORD3486,2024-09-28,South,Paper,Office Supplies,1816.25,142.78,5
ORD2671,2024-09-11,South,Cabinet,Furniture,1886.76,296.0,5
ORD2291,2025-06-19,South,Shelf,Furniture,472.07,43.41,4
ORD8701,2025-04-03,South,Shelf,Furniture,1437.21,288.84,5
ORD9061,2024-07-29,West,Printer,Technology,1748.37,275.01,3
ORD4153,2024-11-07,South,Table,Furniture,1260.54,193.04,1
ORD6472,2025-06-18,East,Paper,Office Supplies,565.88,62.64,2
ORD4133,2025-04-14,South,Table,Furniture,1932.47,349.74,4
ORD6190,2025-01-16,East,Mouse,Technology,725.22,163.97,3
ORD5716,2024-12-11,North,Pen,Office Supplies,301.73,26.76,1
ORD6096,2025-01-16,West,Desk,Furniture,1012.49,109.25,2
ORD2562,2024-08-03,South,Laptop,Technology,742.63,55.52,4
ORD3977,2025-01-17,East,Table,Furniture,504.29,76.92,3
ORD1508,2025-01-18,East,Desk,Furniture,1877.19,146.38,5
